product_id,name,stock,aisle,price
230,Gaming Headset,9,6,69.99
231,Sous Vide Cooker,6,9,79.99
232,Chia Seed Pudding Mix,73,3,4.19
233,Premium Flashlight,27,1,19.99
234,Luxury Yoga Mat,67,9,39.99
235,Garden Tool Belt,66,7,22.99
236,Coconut Milk,75,10,2.49
237,Maxi Wrap Dress,30,8,49.99
238,Cotton Sweatpants,83,7,29.99
239,Mango Chunks,85,3,4.89
240,Protein Pancake Mix,10,8,3.99
241,Sea Salt Caramel Brownie,35,8,2.49
242,Frozen Burritos,52,4,8.99
243,Arcade Game Machine,98,9,299.99
244,Mini Projector,74,9,169.99
245,Sliced Avocado,29,8,2.79
246,Quinoa and Kale Salad Kit,18,6,5.29
247,Organic Chia Seeds,41,6,7.99
248,Golf Putting Green,97,7,79.99
249,Buffalo Style Cauliflower Bites,90,1,5.49
250,Garlic Parmesan Roasted Nuts,3,6,4.89
251,Hand Mixer,8,4,29.99
252,Garden Tool Set with Carrying Bag,55,8,39.99
253,Feta Cheese Crumbles,11,10,2.49
254,Recipe Book Stand,72,8,22.99
255,Almond Milk,53,3,3.29
256,Pesto Pasta Sauce,45,3,3.99
257,Pumpkin Spice Latte Mix,54,9,3.29
258,Fruit and Nut Bars,17,2,1.99
259,Oven-Baked Sweet Potato Fries,96,9,3.99
260,Smartwatch,87,5,199.99
261,Terry Cloth Robe,26,7,59.99
262,Pet Food Storage Container,90,8,24.99
263,Andouille Sausage,92,2,5.49
264,Almond Joy Bars,86,10,1.29
265,Beef Chili,20,7,4.5
266,Electric Rice Cooker,0,8,39.99
267,Fitness Jump Box,53,3,69.99
268,Almond Joy Bars,84,8,1.29
269,Italian Sausage and Peppers,95,10,8.99
270,Kids' Crafting Station,16,4,49.99
271,Mini Projector,5,4,169.99
272,Window A/C Unit,77,4,299.99
273,Fettuccine Alfredo Dinner Kit,83,1,5.49
274,LED Strip Light Kit,66,2,39.99
275,Travel Jewelry Case,91,9,24.99
276,Adjustable Window Blind,17,1,49.99
277,Comfortable Jogger Pants,79,10,29.99
278,Hummus,48,10,4.29
279,Sriracha Chili Sauce,81,1,2.79
280,Ceramic Cookware Set,53,3,179.99
281,Almond Crunch Granola Bars,17,5,3.49
282,Kids' Activity Book,87,4,14.99
283,Pet Hair Removal Brush,62,3,14.99
284,Over-the-Door Hooks,77,9,12.99
285,Puffed Rice Cake,64,8,2.49
286,Smartphone Photography Ring Light,57,10,29.99
287,Roasted Garlic Aioli,69,9,3.79
288,Pocket Blanket,78,5,24.99
289,Honey Butter Popcorn,28,2,2.99
290,Stainless Steel Grater,75,9,14.99
291,Decorative Wall Tapestry,67,1,34.99
292,Habanero Hot Sauce,61,1,3.79
293,Banana Nut Muffins,40,1,4.49
294,Honey Almond Granola Bars,52,7,3.99
295,White Rice,80,8,1.49
296,Oven-Baked Cheese Crisps,63,8,3.99
297,Cotton Sweatpants,15,8,29.99
298,Oven-Baked Cheese Crisps,93,5,3.99
299,Sweet Potato Noodles,16,9,3.79
300,Buffalo Chicken Dip,24,4,5.99
301,Eco-Friendly Stainless Steel Straws,21,6,12.99
302,Fitness Tracker Watch,91,4,79.99
303,Mini Air Purifier,62,2,49.99
304,Raisin Cinnamon Granola,94,4,3.79
305,Zesty Cilantro Lime Dressing,66,9,3.29
306,Laptop Stand,22,8,29.99
307,Kids' STEM Robotics Kit,37,4,59.99
308,Garden Tool Set,71,6,34.99
309,Electric Skillet,74,6,49.99
310,Home Delivery Food Journal,99,10,14.99
311,Garlic & Herb Goat Cheese,7,1,5.49
312,Ultraviolet Phone Sanitizer,62,5,39.99
313,Chili Beans in Sauce,72,5,1.79
314,Pet Carrier Backpack,10,1,39.99
315,Protein Pancake Mix,91,3,3.99
316,Coconut Rice,68,9,2.29
317,Electric Heat Press Machine,45,2,99.99
318,Ginger Turmeric Shots,56,4,3.99
319,Vegetable Lasagna,26,6,6.99
320,Plant Growing Kit,98,1,22.99
321,Wireless Wi-Fi Extender,24,7,49.99
322,Oven-Baked Cheese Crisps,84,1,3.99
323,Roasted Vegetable Medley,25,1,3.99
324,Multi-Tool,28,6,39.99
325,Throw Pillow Covers,97,9,22.99
326,Garden Hose Reel,26,6,49.99
327,Vegetable Korma,54,8,6.49
328,Almond Crunch Granola Bars,31,10,3.49
329,Portable Air Compressor,17,6,44.99
330,Outdoor Camping Lantern,64,1,34.99
331,Motorcycle Phone Mount,9,10,14.99
332,USB-C Hub,93,1,39.99
333,Body Wash,26,3,12.99
334,Mint Chocolate Chip Ice Cream,22,2,4.99
335,Luxury Memory Foam Mattress Topper,4,1,129.99
336,Sunglasses,38,5,29.99
337,Bicycle Repair Kit,80,10,14.99
338,Chocolate Coconut Protein Balls,92,1,2.99
339,Fried Rice,20,2,4.29
340,Honey Mustard Pretzel Bites,21,8,3.99
341,Handmade Wooden Utensil Set,73,4,24.99
342,Classic Pumps,71,9,64.99
343,Pomegranate Juice,74,9,4.49
344,LED Canopy Lights,92,6,29.99
345,Adjustable Laptop Stand,70,1,29.99
346,Yoga Mat Carrier,22,5,12.99
347,Cordless Water Flosser,29,3,49.99
348,Portable Solar Charger,39,7,29.99
349,Electric Hot Pot,27,8,49.99
350,Mediterranean Couscous Salad,32,1,5.49
351,Cat Tree,5,2,99.99
352,Portable Charcoal Grill,29,1,89.99
353,Wireless Charger,42,2,24.99
354,Roasted Chickpeas,42,3,2.99
355,Blackberry Compote,62,8,5.29
356,Smartphone Photography Ring Light,51,6,29.99
357,Smoked Paprika Chicken Thighs,91,7,6.99
358,Casual Long Cardigan,82,6,45.99
359,Reusable Coffee Filter,84,6,10.99
360,Organic Coconut Flakes,58,2,3.49
361,High-Speed Hand Blender,90,4,39.99
362,Portable Bluetooth Keyboard,73,6,39.99
363,Instant Read Meat Thermometer,20,1,24.99
364,Fishing Rod,36,4,49.99
365,Car Emergency Kit,79,6,49.99
366,Chocolate Coconut Protein Balls,11,7,2.99
367,Vegetable Fried Rice Mix,27,7,3.99
368,Sporty Leggings,20,2,39.99
369,Basil Tomato Soup,30,7,2.99
370,Vegetable Lentil Soup,33,6,3.49
371,Chocolate Mint Protein Shake,42,1,3.99
372,Smashed Avocado with Lime,73,8,2.49
373,Smart Fitness Scale,38,4,49.99
374,Herbed Chicken Breast,0,3,7.99
375,Beef Sirloin Steak,66,3,15.99
376,Peach Halves (canned),87,1,2.49
377,Baby Safety Corner Guards,90,7,9.99
378,Bluetooth Shower Speaker,34,8,24.99
379,Chia Seed Pudding,25,2,3.99
380,Mixed Berry Smoothie Pack,51,1,5.99
381,Organic Spinach,58,2,2.99
382,Wireless Gaming Headset,22,6,89.99
383,Body Pillow Case,62,10,14.99
384,Shower Curtain Hooks,36,6,12.99
385,Maple Oatmeal,64,7,2.99
386,White Rice,76,1,1.49
387,Outdoor Fire Pit,27,10,149.99
388,Sweet Potato Tots,49,3,4.29
389,Apple Sauce,46,7,2.19
390,Almond Milk Yogurt,41,6,1.99
391,Cranberry Almond Cookies,58,3,4.29
392,Vegetable Potstickers,33,6,5.99
393,Indestructible Dog Toy,6,7,15.99
394,Classic Caesar Salad Kit,36,6,4.99
395,Banana Peanut Butter Smoothie,30,8,5.49
396,Water Bottle with Built-in Fruit Infuser,50,5,18.99
397,Pet Bed with Removable Cover,54,1,49.99
398,Organic Green Lentils,86,10,3.99
399,Travel Pillow with Memory Foam,3,6,29.99
400,Handheld Shower Head,21,2,34.99
401,Stainless Steel Straws,35,4,12.99
402,Gaming Headset,17,5,69.99
403,LED Christmas Tree Lights,21,8,34.99
404,Freestanding Wine Rack,75,3,79.99
405,Elegant Maxi Skirt,36,7,44.99
406,Wireless Charger,23,3,24.99
407,Sliced Bell Peppers,49,8,3.99
408,Smartwatch,31,2,199.99
409,Organic Coconut Flakes,99,6,3.49
410,Telescope,3,1,159.99
411,Cranberry Citrus Sauce,95,1,3.99
412,Magnet Travel Fridge Magnets,30,6,12.99
413,Pet Grooming Gloves,4,4,9.99
414,Dual Function Electric Skillet,19,2,59.99
415,Savory Breakfast Sausage,54,1,6.49
416,Pineapple Coconut Rice Mix,41,7,3.99
417,Fishing Rod,34,7,49.99
418,Stainless Steel Water Bottle,5,10,25.99
419,Foot Massager Machine,53,4,59.99
420,Adjustable Kneeling Pad,90,2,18.99
421,Microwave Popcorn Maker,4,3,19.99
422,Measuring Cups Set,26,1,19.99
423,Peach Fruit Cups,46,8,1.99
424,Cherry Almond Protein Bar,81,4,1.99
425,Inflatable Party Cooler,23,7,19.99
426,Home Karaoke System,99,7,129.99
427,Whisk Set,97,1,12.99
428,Electric Ice Cream Maker,32,9,59.99
429,Peanut Butter Filled Pretzels,7,8,3.99
430,Vegetarian Stir Fry Sauce,96,3,2.49
431,Electrolyte Water Bottle,26,7,34.99
432,LED Desk Lamp with USB Charging Port,9,10,29.99
433,Smartphone Gimbal,32,8,89.99
434,Mini Meatballs,56,2,5.99
435,Cinnamon Sugar Mix,44,4,1.49
436,Balsamic Fig Dressing,76,7,3.79
437,Classic Cheeseburger Mix,39,5,5.49
438,Handmade Soap Making Kit,80,5,34.99
439,Gluten-Free Biscuits,16,1,3.79
440,Memory Card,17,4,15.99
441,Frozen Berry Medley,52,3,5.49
442,Dog Training Whistle,69,2,8.99
443,Adjustable Skipping Rope,33,10,12.99
444,Cream Cheese,80,10,2.69
445,Mini Cordless Vacuum Cleaner,16,3,45.99
446,Strawberry Fruit Spread,63,10,3.59
447,Portable Camping Stove,13,1,49.99
448,Organic Whole Wheat Flour,91,1,2.99
449,Garlic Herb Seasoning,17,6,1.99
450,Portable SSD,41,6,129.99
451,Puzzle Mat,3,5,22.99
452,Crispy Rice Treats,55,8,3.5
453,Nutty Trail Mix,37,2,4.29
454,Cranberry Orange Juice,12,1,2.49
455,Miso Dressing,83,10,3.49
456,Sliced Bell Peppers,19,10,3.99
457,Vegetable Korma,4,5,6.49
458,Travel Makeup Organizer,26,2,25.99
459,Salsa Verde,1,2,3.49
460,Pumpkin Spice Coffee,98,7,7.99
461,Buffalo Style Cauliflower Bites,57,2,5.49
462,Honey,6,7,5.49
463,Fitness Resistance Bands,61,7,29.99
464,Puzzle 3D Model Kit,38,6,22.99
465,Kale Chips,25,4,3.99
466,Savory Snack Mix,61,5,4.49
467,Turkey Bacon,97,7,3.99
468,Smartphone Tripod,90,8,29.99
469,Electric Pressure Washer,49,8,199.99
470,Organic Brown Sugar,41,1,2.49
471,Protein Pancake Mix,21,1,3.99
472,Decorative Throw Blanket,94,2,39.99
473,Artisan Cornbread Mix,82,5,2.49
474,Tropical Fruit Bowl,26,1,4.99
475,Dark Chocolate Bars,77,3,2.99
476,Coconut Oil Spray,51,7,4.99
477,Magnetic Spice Containers,23,9,24.99
478,Thyme,20,7,2.49
479,Coconut Chips,97,10,3.59
480,Hiking Gaiters,87,2,29.99
481,Faux Fur Coat,48,3,129.99
482,Thermostatic Shower Valve Kit,20,7,39.99
483,Free-Range Eggs,67,5,3.99
484,Bicycle Repair Kit,84,7,14.99
485,Stainless Steel Water Bottle,45,4,25.99
486,Collapsible Folding Chair,76,9,29.99
487,Electric Kettle with Temperature Control,34,7,49.99
488,Sketchbook,55,10,14.99
489,Hiking Water Bottle with Filter,59,9,29.99
490,Compressed Towel Tablets,7,6,12.99
491,Guitar Tuner,9,9,19.99
492,Cinnamon Roll Dough,99,10,4.49
493,Cat Scratching Post with Toys,14,7,44.99
494,Adjustable Bar Stools,79,9,149.99
495,Multi-Purpose Plant Care Tool,34,9,24.99
496,Carrot Ginger Soup,58,4,4.29
497,Coconut Almond Granola,70,7,4.99
498,LED Flashlight,38,9,19.99
499,Bamboo Toothbrush,10,2,5.99
500,Reversible Comforter Set,70,4,89.99
501,Breathable Face Mask Set,85,2,14.99
502,Pork Tenderloin,62,8,10.99
503,Smashed Avocado with Lime,15,10,2.49
504,Beard Grooming Kit,15,5,34.99
505,Turmeric Ginger Tea,7,6,3.29
506,Baked Potato Chips,50,1,2.49
507,Mini Meatballs,40,10,5.99
508,Maple Breakfast Sausage,50,3,5.99
509,Cheddar Cheese Slices,27,3,3.49
510,Cauliflower Crust Pizza,8,7,7.99
511,Electric Griddle,79,5,54.99
512,Pasta Sauce Mix,2,5,1.29
513,Nail Polish Set,15,6,25
514,Classic Beef Chili,1,8,7.99
515,Chocolate Dipped Fruit,91,10,5.99
516,Wireless Wi-Fi Extender,61,6,49.99
517,Tailored Dress Pants,69,4,79.99
518,Peanut Butter Chocolate Clusters,3,4,2.99
519,Chicken Broth,41,7,2.49
520,Classic Slim Fit Shirt,8,10,49.99
521,Vanilla Pudding Mix,0,2,1.29
522,Adjustable Pet Grooming Table,80,5,109.99
523,Vintage Graphic Tee,22,3,25.99
524,Gardening Kneeler and Seat,80,6,39.99
525,Homestyle Chicken Noodle Soup,100,7,2.99
526,Pet Safety Belt for Car,79,3,14.99
527,Lemon Pepper Seasoning,50,7,3.29
528,Apple Sauce,17,5,2.19
529,Trendy Bomber Jacket,87,2,69.99
530,Poppy Seed Dressing,38,9,3.49
531,Adjustable Garden Rake,10,10,22.99
532,Organic Chia Seeds,76,10,7.99
533,Running Shorts,14,1,34.99
534,Garden Tool Belt,8,4,22.99
535,Hiking Gaiters,30,1,29.99
536,Coconut Almond Granola,44,2,4.99
537,Trail Mix (Deluxe),70,7,4.59
538,Wireless Charger,83,6,24.99
539,Portable Projector,80,3,199.99
540,Foot Spa Bath Massager,44,2,59.99
541,Tattoo Kit,7,10,99.99
542,Sweetened Condensed Milk,41,5,1.89
543,Miso Soup Starter,87,10,2.99
544,Luxury Memory Foam Mattress Topper,38,1,129.99
545,Organic Almond Flour,66,1,6.99
546,Non-Stick Crepe Pan,36,10,29.99
547,Chia Seed Pudding Mix,55,1,4.19
548,Mini Cordless Vacuum Cleaner,30,3,45.99
549,Infrared Space Heater,42,9,99.99
550,Wireless Car Charger,6,6,24.99
551,Multicolored LED Strip Lights,57,5,29.99
552,Sweet Potato & Kale Hash,95,9,5.49
553,V-Neck Sweater,76,4,49.99
554,Smartphone Stand,99,4,15.49
555,Peanut Butter Chocolate Clusters,68,6,2.99
556,Chia Seed Pudding,22,3,3.99
557,Classic Beef Chili,99,7,7.99
558,Interactive Plush Toy,17,3,34.99
559,Collapsible Storage Crates,33,5,18.99
560,Almond Crunch Granola Bars,100,5,3.49
561,Gaming Headset,81,8,69.99
562,Pork Chops,86,10,9.49
563,Pumpkin Spice Latte Mix,55,6,3.29
564,Fitness Tracker with Heart Rate Monitor,31,7,59.99
565,Portable Hand Warmer,27,6,24.99
566,Peanut Butter Pretzel Bites,38,10,4.19
567,Organic Vanilla Bean Ice Cream,48,10,5.99
568,Asian Stir-Fry Vegetables,41,3,2.99
569,Sweet Potato and Chickpea Bowl,39,8,6.49
570,Portable Air Compressor,13,1,44.99
571,Electric Stir Fry Pan,89,2,49.99
572,Hibiscus Tea Bags,48,4,3.79
573,Digital Wireless Meat Thermometer,59,4,39.99
574,Customizable Photo Calendar,18,3,19.99
575,Garlic Butter Sauce,15,9,3.59
576,Chocolate Chip Pancake Mix,41,9,3.99
577,Popcorn Chicken,91,4,6.49
578,Smartphone Projector Kit,80,10,24.99
579,Classic Black Dress,65,3,79.99
580,Lemon Herb Quinoa,7,10,3.49
581,Mango Sticky Rice Dessert,62,2,4.5
582,Frozen Spinach,4,4,1.99
583,Savory Pumpkin Soup,74,8,3.89
584,Tabletop Fire Pit,95,8,79.99
585,Organic Coconut Flour,64,2,5.49
586,Measuring Cups Set,12,6,19.99
587,Craft Beer Mustard,22,1,3.99
588,Fresh Basil,86,1,1.99
589,Roasted Red Pepper Dip,2,8,3.29
590,High-Speed Hand Blender,42,4,39.99
591,Trail Mix (Deluxe),33,4,4.59
592,Dog Walking Waist Pack,79,4,19.99
593,Whipped Cream Cheese,51,2,2.99
594,Car Trash Can,53,7,12.99
595,Peach Green Tea,51,3,3.49
596,Chocolate Chip Muffins,39,1,3.99
597,Coffee Making Kit,66,2,44.99
598,Sweet Potato Chips,69,10,2.99
599,Collapsible Storage Crates,76,1,18.99
600,Low-Fat Cottage Cheese,71,7,2.99
601,Coconut Yogurt,37,1,3.89
602,Adjustable Pedicure Footrest,73,6,39.99
603,Smart Plant Monitor,48,5,24.99
604,Crispy Rice Treats,74,8,3.5
605,Premium Flashlight,90,2,19.99
606,Natural Peanut Butter,30,7,4.29
607,Breathable Face Mask Set,0,9,14.99
608,Essential Oil Diffuser,93,8,34.99
609,Outdoor Picnic Blanket,85,2,34.99
610,Jalapeño Cornbread,93,3,3.29
611,Classic Caesar Salad Kit,38,10,4.99
612,Cauliflower Crust Pizza,16,2,7.99
613,Teriyaki Chicken Stir-Fry,23,6,6.99
614,Adjustable Dog Harness,93,4,24.99
615,Electric Rice Cooker with Steamer,15,7,49.99
616,Multi-Layer Food Steamer,73,4,39.99
617,Whisk Set,10,6,12.99
618,Ultra-Thin Laptop Sleeve,30,2,19.99
619,Crispy Chickpeas,24,10,2.99
620,Cabbage,28,9,1.29
621,Vanilla Protein Powder,22,7,24.99
622,Self-Watering Planter,36,9,24.99
623,Wireless Security System,5,7,299.99
624,Coffee Grinder,5,1,39.99
625,Foldable Yoga Mat,28,4,29.99
626,LED Strip Lights Kit,16,4,29.99
627,Electric Food Slicer,71,1,99.99
628,Green Smoothie Mix,19,8,5.99
629,Beef Taco Skillet,60,4,8.49
630,Voice-Controlled Speaker,69,4,99.99
631,Corn Tortillas,69,9,2.49
632,Outdoor String Lights,64,9,24.99
633,Adjustable Dog Harness,15,1,24.99
634,Almond Flour Pizza Crust,100,5,7.99
635,Portable USB-C Monitor,46,2,199.99
636,Legging Pants,11,4,34.99
637,Chickpea Pasta,37,7,4.19
638,Travel Size Toiletry Bottles,82,4,9.99
639,Classic Black Trousers,58,6,54.99
640,Cranberry Almond Granola,4,4,4.29
